2026-02-17 14:18:05,662 | INFO | heartbeat_producer | Starting Heartbeat Data Producer...
2026-02-17 14:18:40,052 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=158 status=tachycardia partition=0
2026-02-17 14:18:41,164 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=95 status=normal partition=0
2026-02-17 14:18:42,531 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=66 status=normal partition=0
2026-02-17 14:18:43,079 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=76 status=normal partition=0
2026-02-17 14:18:44,202 | INFO | heartbeat_producer | Sent → patient_id=15 heart_rate=80 status=normal partition=0
2026-02-17 14:18:45,103 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=83 status=normal partition=0
2026-02-17 14:18:46,469 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=72 status=normal partition=0
2026-02-17 14:18:47,322 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=83 status=normal partition=0
2026-02-17 14:18:48,543 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=93 status=normal partition=0
2026-02-17 14:18:49,138 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=75 status=normal partition=0
2026-02-17 14:18:50,270 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=50 status=bradycardia partition=0
2026-02-17 14:18:51,692 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=90 status=normal partition=0
2026-02-17 14:18:52,319 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=72 status=normal partition=0
2026-02-17 14:18:52,915 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=84 status=normal partition=0
2026-02-17 14:18:53,780 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=94 status=normal partition=0
2026-02-17 14:18:54,414 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=78 status=normal partition=0
2026-02-17 14:18:54,989 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=61 status=normal partition=0
2026-02-17 14:18:56,235 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=76 status=normal partition=0
2026-02-17 14:18:57,312 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=98 status=normal partition=0
2026-02-17 14:18:58,223 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=44 status=bradycardia partition=0
2026-02-17 14:18:59,575 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=152 status=tachycardia partition=0
2026-02-17 14:19:00,688 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=63 status=normal partition=0
2026-02-17 14:19:01,817 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=76 status=normal partition=0
2026-02-17 14:19:02,683 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=68 status=normal partition=0
2026-02-17 14:19:03,582 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=63 status=normal partition=0
2026-02-17 14:19:05,051 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=83 status=normal partition=0
2026-02-17 14:19:06,321 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=89 status=normal partition=0
2026-02-17 14:19:07,057 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=78 status=normal partition=0
2026-02-17 14:19:07,799 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=92 status=normal partition=0
2026-02-17 14:19:09,316 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=65 status=normal partition=0
2026-02-17 14:19:10,795 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=61 status=normal partition=0
2026-02-17 14:19:11,363 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=98 status=normal partition=0
2026-02-17 14:19:12,352 | INFO | heartbeat_producer | Sent → patient_id=15 heart_rate=90 status=normal partition=0
2026-02-17 14:19:13,332 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=63 status=normal partition=0
2026-02-17 14:19:14,246 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=96 status=normal partition=0
2026-02-17 14:19:15,308 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=88 status=normal partition=0
2026-02-17 14:19:15,909 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=90 status=normal partition=0
2026-02-17 14:19:16,473 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=90 status=normal partition=0
2026-02-17 14:19:17,424 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=93 status=normal partition=0
2026-02-17 14:19:18,386 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=67 status=normal partition=0
2026-02-17 14:19:19,685 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=84 status=normal partition=0
2026-02-17 14:19:20,756 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=84 status=normal partition=0
2026-02-17 14:19:22,256 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=91 status=normal partition=0
2026-02-17 14:19:23,116 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=73 status=normal partition=0
2026-02-17 14:19:23,851 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=95 status=normal partition=0
2026-02-17 14:19:25,041 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=70 status=normal partition=0
2026-02-17 14:19:25,905 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=67 status=normal partition=0
2026-02-17 14:19:27,135 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=85 status=normal partition=0
2026-02-17 14:19:28,095 | INFO | heartbeat_producer | Sent → patient_id=7 heart_rate=87 status=normal partition=0
2026-02-17 14:19:29,205 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=73 status=normal partition=0
2026-02-17 14:19:30,374 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=92 status=normal partition=0
2026-02-17 14:19:30,945 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=82 status=normal partition=0
2026-02-17 14:19:31,715 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=67 status=normal partition=0
2026-02-17 14:19:32,950 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=65 status=normal partition=0
2026-02-17 14:19:33,670 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=90 status=normal partition=0
2026-02-17 14:19:35,020 | INFO | heartbeat_producer | Sent → patient_id=24 heart_rate=75 status=normal partition=0
2026-02-17 14:19:36,215 | INFO | heartbeat_producer | Sent → patient_id=15 heart_rate=98 status=normal partition=0
2026-02-17 14:19:37,397 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=136 status=tachycardia partition=0
2026-02-17 14:19:38,760 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=99 status=normal partition=0
2026-02-17 14:19:40,233 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=77 status=normal partition=0
2026-02-17 14:19:40,780 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=86 status=normal partition=0
2026-02-17 14:19:42,192 | INFO | heartbeat_producer | Sent → patient_id=7 heart_rate=76 status=normal partition=0
2026-02-17 14:19:43,627 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=76 status=normal partition=0
2026-02-17 14:19:44,178 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=85 status=normal partition=0
2026-02-17 14:19:44,954 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=81 status=normal partition=0
2026-02-17 14:19:46,232 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=65 status=normal partition=0
2026-02-17 14:19:47,474 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=94 status=normal partition=0
2026-02-17 14:19:48,165 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=82 status=normal partition=0
2026-02-17 14:19:49,605 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=88 status=normal partition=0
2026-02-17 14:19:50,609 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=84 status=normal partition=0
2026-02-17 14:19:51,463 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=62 status=normal partition=0
2026-02-17 14:19:52,190 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=64 status=normal partition=0
2026-02-17 14:19:53,500 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=96 status=normal partition=0
2026-02-17 14:19:54,834 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=90 status=normal partition=0
2026-02-17 14:19:55,517 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=94 status=normal partition=0
2026-02-17 14:19:56,841 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=75 status=normal partition=0
2026-02-17 14:19:57,992 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=99 status=normal partition=0
2026-02-17 14:19:59,188 | INFO | heartbeat_producer | Sent → patient_id=24 heart_rate=74 status=normal partition=0
2026-02-17 14:20:00,668 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=61 status=normal partition=0
2026-02-17 14:20:01,195 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=96 status=normal partition=0
2026-02-17 14:20:02,518 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=66 status=normal partition=0
2026-02-17 14:20:03,641 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=99 status=normal partition=0
2026-02-17 14:20:04,565 | INFO | heartbeat_producer | Sent → patient_id=2 heart_rate=89 status=normal partition=0
2026-02-17 14:20:05,164 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=74 status=normal partition=0
2026-02-17 14:20:06,190 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=81 status=normal partition=0
2026-02-17 14:20:07,131 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=77 status=normal partition=0
2026-02-17 14:20:07,671 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=73 status=normal partition=0
2026-02-17 14:20:08,259 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=67 status=normal partition=0
2026-02-17 14:20:08,930 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=83 status=normal partition=0
2026-02-17 14:20:09,656 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=80 status=normal partition=0
2026-02-17 14:20:10,279 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=154 status=tachycardia partition=0
2026-02-17 14:20:10,925 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=91 status=normal partition=0
2026-02-17 14:20:11,955 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=91 status=normal partition=0
2026-02-17 14:20:12,748 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=93 status=normal partition=0
2026-02-17 14:20:14,010 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=93 status=normal partition=0
2026-02-17 14:20:15,112 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=74 status=normal partition=0
2026-02-17 14:20:15,851 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=89 status=normal partition=0
2026-02-17 14:20:17,324 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=67 status=normal partition=0
2026-02-17 14:20:17,877 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=99 status=normal partition=0
2026-02-17 14:20:18,736 | INFO | heartbeat_producer | Sent → patient_id=24 heart_rate=78 status=normal partition=0
2026-02-17 14:20:20,220 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=71 status=normal partition=0
2026-02-17 14:20:21,499 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=126 status=tachycardia partition=0
2026-02-17 14:20:22,277 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=65 status=normal partition=0
2026-02-17 14:20:23,572 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=86 status=normal partition=0
2026-02-17 14:20:24,491 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=94 status=normal partition=0
2026-02-17 14:20:25,381 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=80 status=normal partition=0
2026-02-17 14:20:26,531 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=79 status=normal partition=0
2026-02-17 14:20:27,796 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=50 status=bradycardia partition=0
2026-02-17 14:20:28,891 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=92 status=normal partition=0
2026-02-17 14:20:29,431 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=63 status=normal partition=0
2026-02-17 14:20:30,667 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=89 status=normal partition=0
2026-02-17 14:20:31,664 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=66 status=normal partition=0
2026-02-17 14:20:32,185 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=98 status=normal partition=0
2026-02-17 14:20:32,846 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=68 status=normal partition=0
2026-02-17 14:20:33,974 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=63 status=normal partition=0
2026-02-17 14:20:35,190 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=88 status=normal partition=0
2026-02-17 14:20:35,919 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=99 status=normal partition=0
2026-02-17 14:20:36,598 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=134 status=tachycardia partition=0
2026-02-17 14:20:37,860 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=68 status=normal partition=0
2026-02-17 14:20:38,562 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=97 status=normal partition=0
2026-02-17 14:20:39,566 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=69 status=normal partition=0
2026-02-17 14:20:40,466 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=85 status=normal partition=0
2026-02-17 14:20:41,221 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=80 status=normal partition=0
2026-02-17 14:20:42,569 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=80 status=normal partition=0
2026-02-17 14:20:43,380 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=89 status=normal partition=0
2026-02-17 14:20:44,358 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=72 status=normal partition=0
2026-02-17 14:20:45,106 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=90 status=normal partition=0
2026-02-17 14:20:45,724 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=97 status=normal partition=0
2026-02-17 14:20:46,457 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=84 status=normal partition=0
2026-02-17 14:20:47,587 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=71 status=normal partition=0
2026-02-17 14:20:48,305 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=78 status=normal partition=0
2026-02-17 14:20:49,552 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=47 status=bradycardia partition=0
2026-02-17 14:20:50,691 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=70 status=normal partition=0
2026-02-17 14:20:52,139 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=84 status=normal partition=0
2026-02-17 14:20:53,172 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=68 status=normal partition=0
2026-02-17 14:20:54,213 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=87 status=normal partition=0
2026-02-17 14:20:55,604 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=93 status=normal partition=0
2026-02-17 14:20:56,609 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=64 status=normal partition=0
2026-02-17 14:20:57,394 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=84 status=normal partition=0
2026-02-17 14:20:58,572 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=86 status=normal partition=0
2026-02-17 14:20:59,486 | INFO | heartbeat_producer | Sent → patient_id=14 heart_rate=78 status=normal partition=0
2026-02-17 14:21:00,459 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=95 status=normal partition=0
2026-02-17 14:21:01,289 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=84 status=normal partition=0
2026-02-17 14:21:01,817 | INFO | heartbeat_producer | Sent → patient_id=5 heart_rate=136 status=tachycardia partition=0
2026-02-17 14:21:02,478 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=60 status=normal partition=0
2026-02-17 14:21:03,237 | INFO | heartbeat_producer | Sent → patient_id=7 heart_rate=91 status=normal partition=0
2026-02-17 14:21:04,317 | INFO | heartbeat_producer | Sent → patient_id=25 heart_rate=80 status=normal partition=0
2026-02-17 14:21:05,086 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=89 status=normal partition=0
2026-02-17 14:21:05,920 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=67 status=normal partition=0
2026-02-17 14:21:07,250 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=62 status=normal partition=0
2026-02-17 14:21:08,387 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=83 status=normal partition=0
2026-02-17 14:21:09,597 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=90 status=normal partition=0
2026-02-17 14:21:10,335 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=83 status=normal partition=0
2026-02-17 14:21:11,136 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=81 status=normal partition=0
2026-02-17 14:21:11,728 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=139 status=tachycardia partition=0
2026-02-17 14:21:13,239 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=97 status=normal partition=0
2026-02-17 14:21:14,740 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=79 status=normal partition=0
2026-02-17 14:21:15,398 | INFO | heartbeat_producer | Sent → patient_id=23 heart_rate=92 status=normal partition=0
2026-02-17 14:21:16,115 | INFO | heartbeat_producer | Sent → patient_id=24 heart_rate=86 status=normal partition=0
2026-02-17 14:21:16,855 | INFO | heartbeat_producer | Sent → patient_id=24 heart_rate=74 status=normal partition=0
2026-02-17 14:21:17,574 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=62 status=normal partition=0
2026-02-17 14:21:18,195 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=98 status=normal partition=0
2026-02-17 14:21:19,637 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=61 status=normal partition=0
2026-02-17 14:21:20,783 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=68 status=normal partition=0
2026-02-17 14:21:21,623 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=95 status=normal partition=0
2026-02-17 14:21:22,828 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=66 status=normal partition=0
2026-02-17 14:21:23,433 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=100 status=normal partition=0
2026-02-17 14:21:24,233 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=82 status=normal partition=0
2026-02-17 14:21:25,543 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=86 status=normal partition=0
2026-02-17 14:21:27,050 | INFO | heartbeat_producer | Sent → patient_id=19 heart_rate=60 status=normal partition=0
2026-02-17 14:21:27,939 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=75 status=normal partition=0
2026-02-17 14:21:28,527 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=74 status=normal partition=0
2026-02-17 14:21:30,040 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=77 status=normal partition=0
2026-02-17 14:21:31,064 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=80 status=normal partition=0
2026-02-17 14:21:31,857 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=136 status=tachycardia partition=0
2026-02-17 14:21:32,614 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=68 status=normal partition=0
2026-02-17 14:21:33,508 | INFO | heartbeat_producer | Sent → patient_id=10 heart_rate=73 status=normal partition=0
2026-02-17 14:21:34,481 | INFO | heartbeat_producer | Sent → patient_id=12 heart_rate=61 status=normal partition=0
2026-02-17 14:21:35,576 | INFO | heartbeat_producer | Sent → patient_id=3 heart_rate=100 status=normal partition=0
2026-02-17 14:21:36,603 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=86 status=normal partition=0
2026-02-17 14:21:37,842 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=71 status=normal partition=0
2026-02-17 14:21:38,846 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=62 status=normal partition=0
2026-02-17 14:21:39,809 | INFO | heartbeat_producer | Sent → patient_id=6 heart_rate=69 status=normal partition=0
2026-02-17 14:21:40,456 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=68 status=normal partition=0
2026-02-17 14:21:41,757 | INFO | heartbeat_producer | Sent → patient_id=16 heart_rate=69 status=normal partition=0
2026-02-17 14:21:43,037 | INFO | heartbeat_producer | Sent → patient_id=22 heart_rate=76 status=normal partition=0
2026-02-17 14:21:43,615 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=70 status=normal partition=0
2026-02-17 14:21:44,476 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=61 status=normal partition=0
2026-02-17 14:21:45,543 | INFO | heartbeat_producer | Sent → patient_id=13 heart_rate=71 status=normal partition=0
2026-02-17 14:21:46,909 | INFO | heartbeat_producer | Sent → patient_id=20 heart_rate=87 status=normal partition=0
2026-02-17 14:21:47,846 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=63 status=normal partition=0
2026-02-17 14:21:48,521 | INFO | heartbeat_producer | Sent → patient_id=2 heart_rate=98 status=normal partition=0
2026-02-17 14:21:49,254 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=43 status=bradycardia partition=0
2026-02-17 14:21:50,651 | INFO | heartbeat_producer | Sent → patient_id=4 heart_rate=90 status=normal partition=0
2026-02-17 14:21:51,258 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=70 status=normal partition=0
2026-02-17 14:21:51,819 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=88 status=normal partition=0
2026-02-17 14:21:52,967 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=79 status=normal partition=0
2026-02-17 14:21:54,251 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=92 status=normal partition=0
2026-02-17 14:21:55,574 | INFO | heartbeat_producer | Sent → patient_id=9 heart_rate=96 status=normal partition=0
2026-02-17 14:21:56,694 | INFO | heartbeat_producer | Sent → patient_id=1 heart_rate=67 status=normal partition=0
2026-02-17 14:21:58,168 | INFO | heartbeat_producer | Sent → patient_id=18 heart_rate=81 status=normal partition=0
2026-02-17 14:21:59,545 | INFO | heartbeat_producer | Sent → patient_id=8 heart_rate=66 status=normal partition=0
2026-02-17 14:22:01,009 | INFO | heartbeat_producer | Sent → patient_id=11 heart_rate=100 status=normal partition=0
2026-02-17 14:22:02,082 | INFO | heartbeat_producer | Sent → patient_id=21 heart_rate=63 status=normal partition=0
2026-02-17 14:22:02,971 | INFO | heartbeat_producer | Sent → patient_id=17 heart_rate=93 status=normal partition=0
